Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
Nazara Technologies,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Plutus Wealth Management, Turtle Entertainment",10000000.0,Seed,2021
Scentials,Mumbai,Personal Care,Scentials is building a unique beauty brands studio platform,"Ambiga Subramanian, Goutham Ekollu",6000000.0,Seed,2021
SplashLearn,Gurugram,EdTech,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Accel, Owl Ventures",18000000.0,Series C,2021
Elucidata,Delhi,BioTechnology,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,Hyperplane Venture Capital,5000000.0,Pre-series A,2021
ExMyB,Gurugram,Consulting,ExMyB provides financial service and consulting services.,Campus Fund,3500000.0,Seed,2021
Origo,Gurugram,AgriTech,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",YES Bank,10000000.0,Debt,2021
InnerHour,Mumbai,Healthcare,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,"Hitesh Oberoi, Lightbox",5200000.0,Series A,2021
Koo,Bengaluru,Blogging,Koo App operates as a microblogging app.,"3one4 Capital, Accel",4100000.0,Series A,2021
MPL,Bengaluru,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",95000000.0,Seed,2021
Hemp Horizons,Noida,Cannabis startup,Cannabis and Hemp company,Mumbai Angels,200000.0,Seed,2021
Aviom Housing Finance,Delhi,FinTech,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Gojo & Company,1000000.0,Debt,2021
SATYA MicroCapital,Delhi,FinTech,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,"BlueOrchard Finance S A, Gojo & Company",20000000.0,Seed,2021
PrepBytes,Gurugram,EdTech,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,Equanimity Ventures,3500000.0,Seed,2021
Remedico,Hyderabad,Healthcare,Remedico is a Mobile healthcare,"Venture Catalysts, Tahseen Consulting",500000.0,Seed,2021
Zetwerk,Bengaluru,E-commerce,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Sequoia Capital India, Accel",120000000.0,Series D,2021
MediBuddy,Bengaluru,HealthTech,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"IDFC Private Equity, Bessemer Venture Partners",40000000.0,Series B,2021
GoTo,Ghaziabad,Transportation,Real Time Intercity City Transit Platform For 1.25 Bn People In India,Jesse Lucas,150000.0,Seed,2021
Maya,Bengaluru,HealthTech,Maya enables women to keep track of their health via a mobile application.,Rajan Anadan,2200000.0,Seed,2021
Pepperfry,Mumbai,E-commerce,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"InnoVen Capital, Bertelsmann India Investments",30000000.0,Debt,2021
EduFund,Gujarat,FinTech,Changing the way Indians evaluate and plan higher education,View Trade Holding Corp,300000.0,Pre-seed,2021
Method & Madness,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,Justin Mateen,2000000.0,Seed,2021
Filo,Delhi,EdTech,Instant learning platform for students while self study.,Better Capital,260000.0,Pre-seed,2021
Kutuki,Bengaluru,EdTech,Kutuki is a learning platform focused on children between the ages of three and seven.,Omidyar Network India,2000000.0,Seed,2021
Battery Smart,Delhi,Battery,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,Orios Venture Partners,3500000.0,Seed,2021
Comofi Medtech,Bengaluru,HeathTech,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",CIIE.CO,200000.0,Seed,2021
Infra.Market,Thane,Construction,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"InnoVen Capital, Nexus Venture Partners",100000000.0,Series C,2021
Hubhopper,Delhi,Podcast,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms","ITI Growth Opportunities Fund, Unit-E Ventures",3500000.0,Seed,2021
Doubtnut,Gurugram,EdTech,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Omidyar Network, Tencent Holdings",30000000.0,Series B,2021
OneCard,Pune,Financial Services,"India's finest and smartest metal credit card, reimagined for the mobile generation.","Ocean View Investment, QED Fund",76000000.0,Seed,2021
Hakuna Matata,Chennai,Information Technology & Services,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Hardcastle Petrofer,1000000.0,Seed,2021
Vendor Infra,Gurugram,Construction,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities","SK Tripathi, Sanjeev Gupta",265000.0,Seed,2021
SecureNow,Gurugram,Insurance,SecureNow is an award winning tech-enabled insurance intermediary.,Apis Insurtech Fund I,6000000.0,Series B,2021
Mamaearth,Gurugram,"Health, Wellness & Fitness",Baby and mother care brand,Sequoia,37000000.0,Seed,2021
GlobalBees,Delhi,E-commerce,Globalbees partners with entrepreneurs who have built an online-first business.,"Premji Invest, Steadview Capital",111000000.0,Series B,2021
Glii,Noida,Dating,India’s finest dating companionship application,We Founder Circle,10000.0,Seed,2021
Skippi Ice Pops,Hyderabad,Food Production,India's First Icepops Brand,Shark Tank India,130000.0,Seed,2021
Neobank Jupiter,Mumbai,Banking,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,"Tiger Global, Sequoia Capital",86000000.0,Series C,2021
Onelife,Mumbai,Healthcare,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Wipro venture capital arm,3500000.0,Seed,2021
Saveo,Bengaluru,HealthTech,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Matrix Partners India, RTP Global",4000000.0,Seed,2021
Eupheus,Delhi,EdTech,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Yuj Ventures, Sixth Sense Ventures",4000000.0,Series B,2021
Pencil,Mumbai,Content publishing,Pencil is a content publishing platform that enables writers to publish their work for free.,"Inflection Point Ventures, SucSEED Venture Partners",1000000.0,Pre-series A,2021
BharatPe,Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Amplo, Insight Partners",100000000.0,Series D,2021
Swajal,Gurugram,Water purification,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Rajasthan Venture Capital Fund, ACPL Exports",1600000.0,Pre-series A,2021
Supply6,Bengaluru,Helathcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rohit Goutamchand, India CXO Fund",100000.0,Seed,2021
Codingal,Bengaluru,EdTech,Coding education platform for K-12 students,"Y Combinator, Rebright Partners",3500000.0,Seed,2021
Phable,Bengaluru,HealthTech,Mobile App for Patients and Doctors,"Fresco Capital, Social Starts",12000000.0,Series A,2021
Zingbus,Haryana,Transportation,Zingbus is an emerging brand in the intercity bus services.,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Pre-series A,2021
Avataar Ventures,Bengaluru,FinTech,Avataar Venture Partners is a growth Capital Investment Firm.,Undisclosed,100000000.0,Seed,2021
Express Stores,Gurugram,E-commerce,Express Stores is a retail and omnichannel startup company,"Venture Highway, Rohit Bansal",1000000.0,Seed,2021
Pariksha,Pune,EdTech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Venture Catalysts, 9Unicorns Accelerator Fund",2000000.0,Pre-series A,2021
MediBuddy,Bengaluru,EdTech,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","InnoVen Capital, TEAMFund",3000000.0,Debt,2021
Zolve,Bengaluru,FinTech,Zolve Innovations operates as a neo-banking startup.,"Kunal Shah, Greg Kidd",15000000.0,Seed,2021
WizKlub,Bengaluru,EdTech,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Incubate Fund India,800000.0,Pre-series A,2021
UptimeAI,Bengaluru,AI startup,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",YourNest Venture Capital,1500000.0,Seed,2021
Marquee Equity,Mumbai,FinTech,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,"Capital One, Arrowroot Capital",3800000.0,Seed,2021
Aisle,Bengaluru,Dating,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,"Anas Rahman Junaid, Vinod Jose",3500000.0,Pre-series A,2021
KreditBee,Bengaluru,FinTech,KreditBee is an Instant Personal Loan Platform for Young Professionals.,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",75000000.0,Series C,2021
Qin1,Noida,EdTech,Re-imagining Kids of 21st Century!,Venture Catalysts,3500000.0,Pre-series A,2021
DotPe,Gurugram,FinTech,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Info Edge, Ruizheng Investment",8000000.0,Seed,2021
Taskmo,Bengaluru,B2B Marketplace,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,Quess Corp India,1400000.0,Seed,2021
Phi Commerce,Pune,FinTech,"Payments Facilitator, Payments solution provider etc.","Yatra Angel Network, BEENEXT",4000000.0,Series A,2021
Jumbotail,Bengaluru,Food and Beverages,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,Series B3,2021
Toothsi,Mumbai,Healthcare,ToothSi is a new age startup in the dental space providing smile correction services at home.,Think Investments,5000000.0,Series A,2021
Pariksha,Pune,EdTech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Seed,2021
Knocksense,Lucknow,Media,Knocksense which owns and operates an eponymous digital content platform.,"Mumbai Angels, Amitesh Pandey",200000.0,Seed,2021
Wright Research,Mumbai,Advisory firm,Quantitative Investment Management and Research,"Ajat Hukkoo, Piyush Chaplot",3500000.0,Pre-seed,2021
Bolkar,Bengaluru,Social network,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"GSF, Pras Hanuma",3500000.0,Seed,2021
Ergos,Samsitpur,AgriTech,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"CDC Group, Aavishkaar Venture Capital",3000000.0,Series A,2021
Unacademy,Bengaluru,EdTech,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000.0,Seed,2021
Chalo,Mumbai,IT,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Amit Singhal, Raine Ventures",7000000.0,Seed,2021
ReadyAssist,Bengaluru,Vehicle repair startup,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Satish Grampurohit,1000000.0,Seed,2021
Infra.Market,Thane,E-commerce,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,InnoVen Capital,6000000.0,Debt,2021
Paperfly,Bengaluru,E-commerce,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,Ecom Express,11000000.0,Seed,2021
CoinSwitch Kuber,Bengaluru,Cryptocurrency,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ribbit Capital, Kunal Shah",15000000.0,Series A,2021
SSA Finserv,Mumbai,FinTech,Small businesses-focused non-banking lender,Blue Ashva Capital,3000000.0,Seed,2021
Zupee,Gurgaon,Gaming,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Orios Venture Partners, Matrix Partners India",10000000.0,Seed,2021
Karkhana.io,Mumbai,Manufacturing startup,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Zone Startups In,1500000.0,Seed,2021
Oneiric Gaming,Chandigarh,Gaming,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Trishneet Arora,3500000.0,Seed,2021
